CLC; Time; ax; ay; az; gx; gy; gz; mx; my; mz; pressure; altitude; temperature; kalman; simulationApogee; servo postiton; rocketState; air brake status; igniter status; apogee detection status; sd error;s imu error; rocket error;
CLC; 151215; 0,564; -0,206; -3,051; -8,750; -13,615; -10,920; 0,771; -0,350; 1,053; 1007,389; -1,005;  13; 0,000; 0,000;   0; 0; 0; 0; 0; 0; 0; 0;
CLC; 151266; 0,798; 0,828; -4,995; -93,275; -42,455; 15,155; 0,771; -0,350; 1,053; 1007,444; -1,462;  13; 0,000; -1,005;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 151318; 0,908; 0,484; -6,594; 44,415; 1,540; 8,540; 0,747; -0,325; 1,090; 1007,444; -1,462;  13; 0,000; -1,462;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 151387; 1,093; -0,427; -7,186; -24,745; 25,445; 17,360; 0,747; -0,325; 1,090; 1007,392; -1,031;  13; 0,000; -1,462;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 151476; 1,683; -0,176; -8,918; -35,560; 4,165; 12,285; 0,764; -0,301; 1,095; 1007,369; -0,839;  13; 0,000; -1,031;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 151544; 1,954; -0,148; -8,496; -17,185; -6,685; 62,475; 0,737; -0,324; 1,064; 1007,149; 1,006;  13; 0,000; -0,839;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 151748; 1,884; -0,505; -12,546; -11,130; -18,760; 100,380; 0,785; -0,303; 1,068; 1006,269; 8,377;  13; 0,000; 1,006;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 152275; 1,480; -0,225; -12,876; -50,400; 7,595; 261,660; 1,005; -0,513; 1,085; 1002,054; 43,759;  13; 0,000; 8,377;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 152622; 1,865; -0,342; -7,280; -115,990; 22,120; 286,685; 0,725; -0,602; 1,083; 997,255; 84,192;  13; 0,000; 43,759;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 152755; 0,920; -0,488; -5,236; -106,470; -7,805; 286,685; 0,711; -0,522; 1,068; 994,252; 109,571;  13; 0,000; 84,192;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 152813; 1,047; -0,099; -4,600; -109,655; 36,925; 286,685; 0,672; -0,391; 1,079; 992,743; 122,349;  13; 0,000; 109,571;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 152865; 1,374; 0,346; -3,861; -129,990; -35,280; 286,685; 0,790; -0,304; 1,101; 991,147; 135,882;  13; 0,000; 122,349;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 152918; 0,860; -0,459; -3,357; -65,555; 18,025; 286,685; 0,790; -0,304; 1,101; 991,147; 135,882;  13; 0,000; 135,882;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 152970; 0,790; 0,450; -2,772; -125,195; -21,630; 286,685; 0,937; -0,334; 1,086; 989,769; 147,578;  13; 0,000; 135,882;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153028; 1,024; -0,412; -2,006; -35,420; 13,405; 286,685; 0,937; -0,334; 1,086; 988,236; 160,609;  13; 0,000; 147,578;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153080; 0,942; -0,485; -1,723; -49,560; 20,090; 286,685; 1,001; -0,468; 1,095; 988,236; 160,609;  13; 0,000; 160,609;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153132; 0,436; -0,202; -1,548; -56,875; -27,685; 286,685; 1,001; -0,468; 1,095; 986,774; 173,048;  13; 0,000; 160,609;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153190; 0,868; -0,008; -0,924; 55,335; 5,670; 286,685; 0,913; -0,602; 1,091; 985,295; 185,650;  13; 0,000; 173,048;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153242; 0,689; -0,073; -0,389; -109,235; 16,870; 286,685; 0,913; -0,602; 1,091; 985,295; 185,650;  13; 0,000; 185,650;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153320; 0,524; 0,132; -0,085; -6,090; 50,645; 286,685; 0,759; -0,612; 1,080; 983,747; 198,853;  13; 0,000; 185,650;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153384; 0,745; -0,375; 0,243; 16,030; 31,675; 286,685; 0,655; -0,508; 1,075; 982,416; 210,223;  13; 0,000; 198,853;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153442; 1,033; -0,387; 0,621; 3,780; -0,910; 286,685; 0,655; -0,508; 1,075; 980,842; 223,677;  13; 0,000; 210,223;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153494; -0,079; -0,060; 0,705; -27,615; 41,615; 286,685; 0,719; -0,395; 1,073; 980,842; 223,677;  13; 0,000; 223,677;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153546; 0,316; -0,372; 1,190; -47,950; 42,210; 286,685; 0,811; -0,295; 1,100; 979,498; 235,188;  13; 0,000; 223,677;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153604; 0,926; -0,343; 1,095; -134,715; -20,825; 286,685; 0,811; -0,295; 1,100; 978,069; 247,433;  13; 0,000; 235,188;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153656; 0,128; -0,017; 1,262; -51,310; 7,280; 286,685; 0,961; -0,341; 1,099; 978,069; 247,433;  13; 0,000; 247,433;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153708; -0,111; -0,397; 1,108; -141,400; -2,450; 286,685; 0,961; -0,341; 1,099; 976,666; 259,470;  13; 0,000; 247,433;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153761; -0,106; 0,459; 1,159; -126,455; -31,640; 286,685; 1,010; -0,491; 1,092; 975,329; 270,954;  13; 0,000; 259,470;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153819; 0,125; 0,030; 1,130; -63,770; 9,870; 286,685; 1,010; -0,491; 1,092; 975,329; 270,954;  13; 0,000; 270,954;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153870; 0,450; -0,138; 0,985; -86,065; -4,270; 286,685; 0,922; -0,606; 1,099; 973,917; 283,098;  13; 0,000; 270,954;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153935; 0,228; -0,252; 1,175; -74,865; 29,260; 286,685; 0,767; -0,632; 1,073; 972,674; 293,802;  13; 0,000; 283,098;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 153993; 0,022; 0,025; 1,128; -81,585; 3,465; 286,685; 0,767; -0,632; 1,073; 971,298; 305,661;  13; 0,000; 293,802;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154045; 0,526; -0,125; 1,177; -61,740; 22,645; 286,685; 0,649; -0,531; 1,067; 971,298; 305,661;  13; 0,000; 305,661;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154097; -0,073; -0,082; 1,138; -80,640; 13,195; 286,685; 0,649; -0,531; 1,067; 970,029; 316,613;  13; 0,000; 305,661;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154149; 0,214; -0,560; 1,066; -10,080; 33,705; 286,685; 0,672; -0,387; 1,075; 968,774; 327,446;  13; 0,000; 316,613;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154207; 0,478; 0,020; 1,036; -57,435; -33,565; 286,685; 0,672; -0,387; 1,075; 968,774; 327,446;  13; 0,000; 327,446;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154259; -0,162; 0,068; 1,134; -105,840; 26,705; 286,685; 0,795; -0,328; 1,069; 967,354; 339,731;  13; 0,000; 327,446;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154311; 0,117; 0,040; 1,329; -103,425; -18,235; 286,685; 0,795; -0,328; 1,069; 966,158; 350,082;  13; 0,000; 339,731;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154369; 0,137; 0,061; 1,150; -74,550; 1,295; 286,685; 0,932; -0,310; 1,100; 966,158; 350,082;  13; 0,000; 350,082;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154420; 0,295; -0,103; 1,120; -118,055; -2,940; 286,685; 1,016; -0,429; 1,099; 964,986; 360,241;  13; 0,000; 350,082;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154472; 0,005; -0,326; 0,953; -103,425; 33,180; 286,685; 1,016; -0,429; 1,099; 963,689; 371,491;  13; 0,000; 360,241;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154530; 0,313; -0,301; 0,975; -94,920; 34,475; 286,685; 0,983; -0,569; 1,087; 963,689; 371,491;  13; 0,000; 371,490;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154582; -0,116; -0,074; 1,040; -39,935; -1,120; 286,685; 0,983; -0,569; 1,087; 962,517; 381,664;  13; 0,000; 371,490;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154634; -0,014; 0,202; 0,921; -2,625; 18,130; 286,685; 0,848; -0,639; 1,085; 961,270; 392,506;  13; 0,000; 381,664;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154686; 0,144; -0,079; 1,002; -49,000; 27,440; 286,685; 0,848; -0,639; 1,085; 961,270; 392,506;  13; 0,000; 392,506;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154769; 0,224; -0,134; 0,931; -29,680; 36,050; 286,685; 0,702; -0,599; 1,074; 960,037; 403,232;  13; 0,000; 392,506;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154823; -0,101; -0,122; 0,887; -56,175; 12,460; 286,685; 0,625; -0,477; 1,067; 958,952; 412,679;  13; 0,000; 403,232;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154875; 0,135; 0,076; 0,953; -16,135; 9,730; 286,685; 0,625; -0,477; 1,067; 957,825; 422,510;  13; 0,000; 412,679;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154944; 0,378; -0,209; 0,758; -64,330; 10,745; 286,685; 0,716; -0,354; 1,074; 956,556; 433,580;  13; 0,000; 422,510;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 154996; 0,155; 0,009; 1,010; -95,060; 8,085; 286,685; 0,716; -0,354; 1,074; 956,556; 433,580;  13; 0,000; 433,580;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155048; 0,295; -0,018; 0,810; -46,935; 15,470; 286,685; 0,800; -0,326; 1,079; 955,491; 442,883;  13; 0,000; 433,580;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155100; -0,090; 0,054; 0,731; -86,100; 11,130; 286,685; 0,939; -0,319; 1,109; 955,491; 442,883;  13; 0,000; 442,883;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155157; 0,295; -0,192; 0,842; -74,410; 27,370; 286,685; 0,939; -0,319; 1,109; 954,351; 452,854;  13; 0,000; 442,883;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155209; 0,235; 0,003; 0,823; -70,315; 8,155; 286,685; 1,015; -0,423; 1,101; 953,262; 462,379;  13; 0,000; 452,853;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155261; -0,111; 0,042; 0,833; -28,630; 12,075; 286,685; 1,015; -0,423; 1,101; 953,262; 462,379;  13; 0,000; 462,379;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155318; -0,077; -0,184; 0,896; -85,225; 20,230; 286,685; 0,995; -0,547; 1,101; 952,189; 471,778;  13; 0,000; 462,379;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155370; 0,079; -0,045; 0,862; -70,875; 17,360; 286,685; 0,995; -0,547; 1,101; 951,034; 481,912;  13; 0,000; 471,778;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155422; 0,096; 0,054; 0,780; -56,385; 21,525; 286,685; 0,889; -0,634; 1,091; 950,003; 490,960;  13; 0,000; 481,912;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155474; -0,063; 0,116; 0,635; -79,065; 15,540; 286,685; 0,889; -0,634; 1,091; 950,003; 490,960;  13; 0,000; 490,960;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155531; 0,025; 0,041; 0,700; -42,805; 15,750; 286,685; 0,748; -0,627; 1,081; 948,949; 500,216;  13; 0,000; 490,960;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155583; 0,070; -0,079; 0,680; -66,990; 26,670; 286,685; 0,748; -0,627; 1,081; 947,909; 509,362;  13; 0,000; 500,216;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155635; -0,170; -0,138; 0,881; -50,995; 9,170; 286,685; 0,647; -0,541; 1,072; 947,909; 509,362;  13; 0,000; 509,362;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155693; -0,149; -0,164; 0,610; -16,765; 6,825; 286,685; 0,697; -0,428; 1,069; 946,874; 518,471;  13; 0,000; 509,362;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155745; 0,162; -0,176; 0,743; -49,665; 10,535; 286,685; 0,697; -0,428; 1,069; 945,891; 527,123;  13; 0,000; 518,471;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155797; 0,043; -0,175; 0,743; -42,140; 7,910; 286,685; 0,703; -0,349; 1,068; 945,891; 527,123;  13; 0,000; 527,123;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155849; -0,066; 0,101; 0,670; -68,495; 6,720; 286,685; 0,703; -0,349; 1,068; 944,852; 536,285;  13; 0,000; 527,123;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155933; 0,169; -0,020; 0,535; -47,110; 9,205; 286,685; 0,821; -0,281; 1,095; 943,843; 545,185;  13; 0,000; 536,285;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 155985; 0,252; -0,080; 0,695; -38,675; 12,285; 286,685; 0,945; -0,319; 1,088; 942,955; 553,026;  13; 0,000; 545,185;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156037; 0,024; -0,093; 0,596; -49,175; 2,485; 286,685; 0,945; -0,319; 1,088; 942,955; 553,026;  13; 0,000; 553,026;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156094; 0,028; -0,006; 0,620; -70,175; 10,325; 286,685; 1,003; -0,418; 1,089; 941,933; 562,057;  13; 0,000; 553,026;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156146; 0,052; 0,055; 0,711; -82,530; 22,995; 286,685; 1,003; -0,418; 1,089; 941,021; 570,120;  13; 0,000; 562,057;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156198; 0,159; -0,074; 0,611; -53,410; -4,095; 286,685; 0,997; -0,531; 1,095; 941,021; 570,120;  13; 0,000; 570,119;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156250; 0,084; -0,166; 0,620; -83,475; 10,640; 286,685; 0,997; -0,531; 1,095; 940,040; 578,807;  13; 0,000; 570,119;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156308; 0,007; 0,281; 0,548; -62,685; -6,720; 286,685; 0,912; -0,619; 1,090; 939,153; 586,668;  13; 0,000; 578,807;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156360; -0,095; 0,321; 0,554; -47,915; -12,145; 286,685; 0,912; -0,619; 1,090; 939,153; 586,668;  13; 0,000; 586,668;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156412; -0,016; 0,113; 0,668; -74,515; 19,005; 286,685; 0,806; -0,642; 1,081; 938,143; 595,623;  13; 0,000; 586,668;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156470; -0,057; -0,178; 0,695; -24,290; 33,145; 286,685; 0,764; -0,623; 1,068; 937,354; 602,622;  13; 0,000; 595,623;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156534; -0,132; -0,203; 0,587; -35,630; 18,375; 286,685; 0,764; -0,623; 1,068; 937,354; 602,622;  13; 0,000; 602,622;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156586; -0,132; -0,051; 0,597; -18,305; 6,125; 286,685; 0,620; -0,532; 1,069; 936,466; 610,504;  13; 0,000; 602,622;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156638; 0,133; 0,065; 0,499; -19,355; -13,405; 286,685; 0,620; -0,532; 1,069; 935,519; 618,920;  13; 0,000; 610,504;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156696; 0,023; 0,043; 0,610; -40,810; 7,420; 286,685; 0,620; -0,403; 1,078; 935,519; 618,920;  13; 0,000; 618,920;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156747; 0,097; 0,032; 0,562; -24,675; 20,090; 286,685; 0,620; -0,403; 1,078; 934,607; 627,029;  13; 0,000; 618,920;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156799; 0,162; -0,040; 0,669; -45,080; 4,270; 286,685; 0,688; -0,316; 1,062; 933,757; 634,600;  13; 0,000; 627,029;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156857; -0,007; 0,064; 0,547; -16,450; 23,415; 286,685; 0,788; -0,270; 1,065; 933,757; 634,600;  13; 0,000; 634,600;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156909; -0,032; -0,106; 0,626; -32,515; 22,015; 286,685; 0,788; -0,270; 1,065; 932,965; 641,647;  13; 0,000; 634,600;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 156961; -0,113; 0,034; 0,451; -30,520; 7,980; 286,685; 0,898; -0,280; 1,079; 932,097; 649,387;  13; 0,000; 641,647;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157019; 0,075; -0,033; 0,532; -75,390; 6,720; 286,685; 0,898; -0,280; 1,079; 932,097; 649,387;  13; 0,000; 649,387;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157070; -0,087; 0,046; 0,566; -58,065; 15,085; 286,685; 0,986; -0,343; 1,088; 931,245; 656,985;  13; 0,000; 649,387;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157122; 0,118; -0,066; 0,457; -33,355; 21,210; 286,685; 0,986; -0,343; 1,088; 930,488; 663,743;  13; 0,000; 656,985;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157174; 0,136; -0,015; 0,524; -49,490; 2,100; 286,685; 1,036; -0,446; 1,093; 930,488; 663,743;  13; 0,000; 663,743;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157244; 0,006; 0,019; 0,421; -42,875; 5,530; 286,685; 1,072; -0,568; 1,082; 929,647; 671,253;  13; 0,000; 663,743;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157296; 0,031; -0,105; 0,456; -57,015; -0,280; 286,685; 1,072; -0,568; 1,082; 928,811; 678,730;  13; 0,000; 671,253;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157360; 0,159; -0,032; 0,611; -42,105; 2,590; 286,685; 0,957; -0,631; 1,094; 928,023; 685,779;  13; 0,000; 678,730;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157418; -0,026; -0,063; 0,461; -52,640; 20,370; 286,685; 0,957; -0,631; 1,094; 928,023; 685,779;  13; 0,000; 685,779;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157470; -0,089; -0,100; 0,429; -22,470; 12,635; 286,685; 0,849; -0,661; 1,090; 927,279; 692,438;  13; 0,000; 685,779;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157523; -0,037; 0,116; 0,380; -44,310; 14,910; 286,685; 0,849; -0,661; 1,090; 926,485; 699,548;  13; 0,000; 692,438;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157575; 0,020; 0,092; 0,413; -49,210; 15,785; 286,685; 0,738; -0,646; 1,069; 926,485; 699,548;  13; 0,000; 699,547;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157632; -0,104; 0,100; 0,413; -49,525; 18,025; 286,685; 0,738; -0,571; 1,065; 925,770; 705,954;  13; 0,000; 699,547;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157684; 0,033; 0,090; 0,442; -64,190; 3,640; 286,685; 0,651; -0,576; 1,065; 925,024; 712,650;  13; 0,000; 705,954;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157736; 0,142; 0,001; 0,427; -27,755; 11,375; 286,615; 0,606; -0,486; 1,061; 925,024; 712,650;  13; 0,000; 712,650;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157805; -0,017; -0,031; 0,430; -33,670; 12,145; 285,215; 0,606; -0,486; 1,061; 924,245; 719,637;  13; 0,000; 712,650;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157859; 0,129; -0,203; 0,419; -37,765; 10,325; 281,225; 0,618; -0,384; 1,057; 923,529; 726,072;  13; 0,000; 719,637;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157911; 0,035; -0,069; 0,446; -26,810; 13,580; 284,340; 0,618; -0,384; 1,057; 922,838; 732,279;  13; 0,000; 726,072;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 157963; 0,029; 0,067; 0,455; -33,390; 7,140; 277,515; 0,694; -0,303; 1,062; 922,838; 732,279;  13; 0,000; 732,279;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 158020; 0,059; 0,118; 0,401; -35,280; 7,805; 278,460; 0,694; -0,303; 1,062; 922,122; 738,715;  13; 0,000; 732,279;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 158072; 0,027; 0,041; 0,280; -31,780; 13,335; 280,980; 0,806; -0,296; 1,067; 921,443; 744,828;  13; 0,000; 738,715;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 158124; 0,076; -0,065; 0,338; -35,140; 17,780; 277,445; 0,877; -0,260; 1,091; 921,443; 744,828;  13; 0,000; 744,828;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 158182; 0,023; -0,054; 0,324; -24,710; 13,475; 273,700; 0,877; -0,260; 1,091; 920,767; 750,908;  13; 0,000; 744,828;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 158234; -0,039; -0,012; 0,376; -28,350; 11,410; 273,070; 0,965; -0,308; 1,081; 920,075; 757,140;  13; 0,000; 750,908;   0; 1; 0; 0; 0; 0; 0; 0;
CLC; 158286; -0,085; -0,596; 0,568; -3,815; 2,730; 270,900; 0,965; -0,308; 1,081; 920,075; 757,140;  13; 0,000; 757,140; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158338; -2,746; 1,103; 0,355; -59,325; -9,905; 249,690; 1,046; -0,376; 1,111; 919,347; 763,704;  13; 0,000; 757,140; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158396; 1,461; -0,651; 0,384; -37,870; -3,395; 267,435; 1,046; -0,376; 1,111; 918,763; 768,976;  13; 0,000; 763,704; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158448; 0,066; -0,498; 0,221; 5,390; 4,445; 264,460; 1,070; -0,481; 1,095; 918,763; 768,976;  13; 0,000; 768,976; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158525; 0,407; 0,344; 0,343; -3,745; 12,495; 238,910; 1,038; -0,573; 1,096; 918,100; 774,959;  13; 0,000; 768,976; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158583; -1,012; 0,832; 0,195; -24,465; 17,500; 266,770; 1,038; -0,573; 1,096; 917,497; 780,402;  13; 0,000; 774,959; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158635; 1,679; -0,252; 0,140; -35,490; 29,575; 255,780; 0,970; -0,638; 1,091; 916,925; 785,564;  13; 0,000; 780,402; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158687; -0,461; 0,078; 0,234; -58,100; 18,025; 229,075; 0,970; -0,638; 1,091; 916,925; 785,564;  13; 0,000; 785,564; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158739; 0,106; -1,735; 0,260; -26,985; -18,165; 254,905; 0,885; -0,675; 1,091; 916,307; 791,152;  13; 0,000; 785,564; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158797; -0,350; -0,166; 0,159; -1,995; 13,335; 260,260; 0,885; -0,675; 1,091; 915,654; 797,055;  13; 0,000; 791,152; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158849; -0,789; 0,166; 0,255; -37,520; 22,610; 230,650; 0,789; -0,682; 1,079; 915,654; 797,055;  13; 0,000; 797,055; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158901; 0,999; 0,217; -0,013; -70,175; 4,725; 232,680; 0,711; -0,662; 1,069; 915,106; 802,014;  13; 0,000; 797,055; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 158959; 0,641; -0,269; 0,326; -21,770; -10,535; 235,690; 0,711; -0,662; 1,069; 914,557; 806,987;  13; 0,000; 802,014; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159011; 0,195; -0,047; 0,410; -26,845; 5,915; 230,825; 0,669; -0,601; 1,061; 914,557; 806,987;  13; 0,000; 806,987; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159063; -0,015; 0,008; 0,366; -35,455; 8,330; 231,000; 0,669; -0,601; 1,061; 913,969; 812,312;  13; 0,000; 806,987; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159115; 0,113; 0,188; 0,203; -31,185; 6,685; 215,425; 0,630; -0,521; 1,046; 913,389; 817,564;  13; 0,000; 812,312; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159173; -0,122; -0,005; 0,338; -22,960; 9,170; 217,490; 0,630; -0,521; 1,046; 913,389; 817,564;  13; 0,000; 817,564; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159225; 0,104; -0,001; 0,302; -25,095; 13,265; 212,380; 0,626; -0,448; 1,056; 912,843; 822,519;  13; 0,000; 817,564; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159277; 0,120; 0,064; 0,388; -25,130; 2,275; 215,040; 0,626; -0,448; 1,056; 912,270; 827,717;  13; 0,000; 822,519; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159335; -0,027; -0,092; 0,301; -19,005; 3,080; 212,065; 0,660; -0,373; 1,062; 912,270; 827,717;  13; 0,000; 827,717; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159387; 0,014; -0,064; 0,326; -21,700; 6,860; 200,725; 0,709; -0,227; 1,055; 911,815; 831,842;  13; 0,000; 827,717; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159439; 0,098; 0,108; 0,341; -23,730; 4,340; 202,125; 0,709; -0,227; 1,055; 911,196; 837,466;  13; 0,000; 831,842; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159491; -0,059; -0,045; 0,130; -29,435; 4,795; 203,910; 0,746; -0,232; 1,091; 911,196; 837,466;  13; 0,000; 837,466; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159549; 0,082; -0,061; 0,272; -27,825; 3,395; 191,835; 0,746; -0,232; 1,091; 910,634; 842,566;  13; 0,000; 837,466; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159601; 0,019; -0,012; 0,274; -20,090; 10,255; 192,045; 0,847; -0,255; 1,136; 910,078; 847,626;  13; 0,000; 842,566; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159665; -0,016; 0,085; 0,340; -27,335; 6,090; 190,400; 0,847; -0,255; 1,136; 909,592; 852,043;  13; 0,000; 847,626; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159723; 0,031; -0,081; 0,315; -23,660; 3,465; 190,435; 0,926; -0,277; 1,086; 909,592; 852,043;  13; 0,000; 852,043; 120; 2; 1; 0; 0; 0; 0; 0;
CLC; 159786; -0,109; -0,175; 0,192; -20,020; 5,810; 185,780; 0,987; -0,318; 1,073; 909,078; 856,720;  13; 0,000; 852,043; 120; 2; 1; 0; 0; 0; 0; 0;
