CLC; Time; ax; ay; az; gx; gy; gz; mx; my; mz; pressure; altitude; temperature; kalman; simulationApogee; servo postiton; rocketState; air brake status; igniter status; apogee detection status; sd error;s imu error; rocket error;
CLC; 170083; -0,050; 0,179; -0,921; 7,350; -1,435; -97,370; 0,757; -0,458; 1,095; 902,408; 917,583;  13; 0,000; 918,084; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170137; -0,021; 0,145; -0,960; 23,590; 4,340; -79,730; 0,716; -0,451; 1,096; 902,440; 917,297;  13; 0,000; 917,583; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170189; 0,022; 0,095; -1,074; 34,440; 7,630; -62,160; 0,716; -0,451; 1,096; 902,440; 917,297;  13; 0,000; 917,297; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170246; 0,056; -0,057; -1,081; 37,765; 15,995; -47,005; 0,726; -0,412; 1,098; 902,410; 917,572;  13; 0,000; 917,297; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170298; 0,083; -0,241; -1,067; 35,175; 16,345; -34,615; 0,726; -0,412; 1,098; 902,463; 917,080;  13; 0,000; 917,572; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170350; 0,185; -0,180; -1,103; 24,500; 12,565; -27,090; 0,718; -0,454; 1,113; 902,463; 917,080;  13; 0,000; 917,080; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170402; 0,207; -0,250; -1,039; 10,850; 4,865; -19,950; 0,708; -0,442; 1,081; 902,531; 916,464;  13; 0,000; 917,080; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170460; 0,223; -0,256; -0,966; -6,265; -4,550; -19,075; 0,708; -0,442; 1,081; 902,517; 916,586;  13; 0,000; 916,464; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170525; 0,249; -0,238; -0,974; -27,125; -20,720; -19,075; 0,708; -0,458; 1,080; 902,517; 916,586;  13; 0,000; 916,586; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170577; 0,157; -0,260; -0,948; -43,330; -31,500; -20,090; 0,708; -0,458; 1,080; 902,602; 915,813;  13; 0,000; 916,586; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170635; 0,059; -0,202; -0,972; -60,690; -34,860; -17,815; 0,722; -0,496; 1,083; 902,661; 915,270;  13; 0,000; 915,813; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170687; 0,044; -0,017; -0,908; -67,340; -33,600; -14,035; 0,722; -0,496; 1,083; 902,661; 915,270;  13; 0,000; 915,270; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170739; -0,051; 0,092; -0,832; -64,855; -28,490; -7,350; 0,754; -0,554; 1,088; 902,711; 914,813;  13; 0,000; 915,270; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170791; -0,119; 0,169; -0,920; -54,215; -19,075; 3,955; 0,782; -0,602; 1,083; 902,798; 914,022;  13; 0,000; 914,813; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170849; -0,212; 0,137; -1,038; -41,125; -1,610; 23,975; 0,782; -0,602; 1,083; 902,798; 914,022;  13; 0,000; 914,021; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170900; -0,206; 0,234; -1,074; -26,670; 19,460; 43,890; 0,752; -0,586; 1,074; 902,886; 913,213;  13; 0,000; 914,021; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 170952; -0,122; 0,191; -1,090; -10,255; 35,980; 67,130; 0,752; -0,586; 1,074; 902,928; 912,831;  13; 0,000; 913,213; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 171010; -0,037; 0,070; -1,113; -0,700; 49,385; 87,990; 0,736; -0,567; 1,068; 902,928; 912,831;  13; 0,000; 912,831; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 171062; 0,072; -0,014; -1,086; 1,295; 53,060; 103,460; 0,736; -0,567; 1,068; 902,990; 912,264;  13; 0,000; 912,831; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 171114; 0,194; -0,090; -1,114; -2,800; 49,560; 115,605; 0,680; -0,593; 1,076; 902,995; 912,212;  13; 0,000; 912,264; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 171172; 0,201; -0,171; -1,117; -16,590; 42,455; 121,870; 0,680; -0,593; 1,076; 903,041; 911,797;  13; 0,000; 912,212; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 171224; 0,258; -0,221; -1,081; -30,135; 36,890; 123,690; 0,625; -0,552; 1,025; 903,041; 911,797;  13; 0,000; 911,797; 120; 3; 1; 1; 1; 0; 0; 0;
CLC; 171276; 0,246; -0,132; -1,017; -43,400; 31,605; 124,460; 0,596; -0,514; 1,004; 903,065; 911,578;  13; 0,000; 911,797;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171328; -0,668; 0,952; -1,143; -71,855; 34,335; 124,075; 0,596; -0,514; 1,004; 903,065; 911,578;  13; 0,000; 911,578;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171386; 0,113; 0,063; -0,961; -75,950; 34,265; 130,795; 0,570; -0,472; 1,004; 902,983; 912,324;  13; 0,000; 911,578;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171438; 0,012; 0,968; -0,613; -20,615; 21,175; 144,795; 0,570; -0,472; 1,004; 903,011; 912,067;  13; 0,000; 912,324;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171490; 0,891; -0,546; -0,552; -5,985; 2,100; 150,640; 0,546; -0,423; 0,992; 903,011; 912,067;  13; 0,000; 912,067;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171573; -0,544; 1,396; -0,707; -42,035; -18,690; 174,300; 0,558; -0,356; 0,981; 903,057; 911,645;  13; 0,000; 912,067;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171625; 0,450; 0,573; -0,426; 0,315; 2,800; 177,415; 0,558; -0,356; 0,981; 903,057; 911,645;  13; 0,000; 911,645;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171677; 2,335; -1,261; -0,535; 1,995; -75,460; 189,420; 0,624; -0,269; 0,990; 903,146; 910,832;  13; 0,000; 911,645;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171729; 0,699; 0,619; -0,804; 16,275; -81,235; 181,335; 0,624; -0,269; 0,990; 903,146; 910,832;  13; 0,000; 910,832;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171787; 0,295; 0,845; -0,776; 33,670; -137,585; 161,490; 0,742; -0,193; 0,992; 903,203; 910,316;  13; 0,000; 910,832;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171839; 0,814; -0,740; -0,974; 6,860; -132,720; 173,985; 0,742; -0,193; 0,992; 903,346; 909,003;  13; 0,000; 910,316;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171891; 0,524; 0,706; -1,049; -47,600; -99,540; 221,235; 0,892; -0,160; 0,991; 903,358; 908,891;  13; 0,000; 909,003;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 171949; 0,205; -0,157; -1,164; -39,480; -90,615; 222,530; 0,892; -0,160; 0,991; 903,358; 908,891;  13; 0,000; 908,891;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172001; -0,325; 0,161; -1,229; -49,105; -58,765; 243,985; 1,085; -0,212; 0,965; 903,426; 908,275;  13; 0,000; 908,891;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172053; -0,275; 0,058; -1,175; -36,260; -33,040; 268,170; 1,085; -0,212; 0,965; 903,457; 907,992;  13; 0,000; 908,275;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172105; -0,015; 0,169; -1,081; -25,305; -14,560; 286,370; 1,234; -0,366; 0,945; 903,457; 907,992;  13; 0,000; 907,992;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172175; -0,164; -0,043; -1,087; -24,885; -8,400; 286,685; 1,256; -0,526; 0,925; 903,445; 908,099;  13; 0,000; 907,992;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172227; -0,203; -0,158; -1,095; -33,180; -3,255; 286,685; 1,256; -0,526; 0,925; 903,507; 907,530;  13; 0,000; 908,099;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172291; -0,264; -0,259; -1,181; -51,555; 11,130; 286,685; 1,174; -0,709; 0,916; 903,648; 906,244;  13; 0,000; 907,530;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172349; -0,345; -0,131; -1,160; -62,475; 39,550; 286,685; 0,962; -0,836; 0,898; 903,648; 906,244;  13; 0,000; 906,244;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172401; -0,316; -0,018; -1,138; -56,350; 68,110; 286,685; 0,962; -0,836; 0,898; 903,803; 904,826;  13; 0,000; 906,244;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172453; -0,199; 0,010; -1,019; -35,350; 87,640; 286,685; 0,720; -0,817; 0,860; 903,782; 905,016;  13; 0,000; 904,826;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172505; -0,054; 0,013; -0,909; -10,045; 86,730; 286,685; 0,720; -0,817; 0,860; 903,782; 905,016;  13; 0,000; 905,016;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172563; 0,091; -0,033; -0,811; 14,980; 61,845; 286,685; 0,534; -0,601; 0,809; 903,672; 906,021;  13; 0,000; 905,016;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172615; 0,145; -0,326; -0,767; 15,190; 33,110; 286,685; 0,534; -0,601; 0,809; 903,698; 905,782;  13; 0,000; 906,021;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172667; 0,113; -0,452; -0,782; -3,675; 6,335; 286,685; 0,452; -0,306; 0,777; 903,698; 905,782;  13; 0,000; 905,782;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172725; -0,013; -0,514; -0,787; -39,620; -2,905; 286,685; 0,452; -0,306; 0,777; 903,728; 905,510;  13; 0,000; 905,782;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172777; -0,163; -0,535; -0,864; -72,135; 10,535; 286,685; 0,663; -0,076; 0,777; 903,781; 905,027;  13; 0,000; 905,510;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172829; -0,224; -0,460; -0,824; -89,600; 35,840; 286,685; 0,663; -0,076; 0,777; 903,781; 905,027;  13; 0,000; 905,027;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172887; -0,285; -0,362; -0,895; -81,865; 63,735; 286,685; 0,959; -0,049; 0,819; 903,872; 904,193;  13; 0,000; 905,027;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172939; -0,220; -0,167; -0,917; -67,060; 88,095; 286,685; 1,171; -0,199; 0,891; 903,943; 903,543;  13; 0,000; 904,193;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 172991; -0,148; -0,275; -0,937; -37,275; 94,710; 286,685; 1,171; -0,199; 0,891; 903,943; 903,543;  13; 0,000; 903,543;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173043; -0,037; -0,400; -0,935; -27,895; 86,625; 286,685; 1,230; -0,419; 0,955; 903,953; 903,456;  13; 0,000; 903,543;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173110; -0,041; -0,435; -1,028; -28,385; 61,495; 286,685; 1,230; -0,419; 0,955; 904,093; 902,180;  13; 0,000; 903,456;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173164; -0,101; -0,436; -1,056; -43,820; 55,475; 286,685; 1,127; -0,630; 0,997; 904,093; 902,180;  13; 0,000; 902,180;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173216; -0,152; -0,383; -1,090; -57,855; 55,370; 286,685; 1,127; -0,630; 0,997; 904,312; 900,172;  13; 0,000; 902,180;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173273; -0,069; -0,237; -1,082; -65,380; 68,320; 286,685; 0,986; -0,751; 0,998; 904,291; 900,364;  13; 0,000; 900,172;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173325; 0,097; -0,133; -1,081; -55,020; 73,570; 286,685; 0,678; -0,754; 0,959; 904,291; 900,364;  13; 0,000; 900,364;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173377; 0,303; -0,163; -1,051; -43,400; 61,880; 286,685; 0,678; -0,754; 0,959; 904,184; 901,346;  13; 0,000; 900,364;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173430; 0,402; -0,289; -1,056; -42,875; 40,425; 286,685; 0,498; -0,534; 0,907; 904,041; 902,653;  13; 0,000; 901,345;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173488; 0,399; -0,479; -1,007; -59,500; 14,875; 286,685; 0,498; -0,534; 0,907; 904,041; 902,653;  13; 0,000; 902,653;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173540; 0,272; -0,586; -1,017; -93,030; 17,745; 286,685; 0,520; -0,297; 0,913; 904,096; 902,144;  13; 0,000; 902,653;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173592; 0,115; -0,630; -0,986; -125,720; 19,740; 286,685; 0,520; -0,297; 0,913; 904,252; 900,718;  13; 0,000; 902,144;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173650; 0,061; -0,525; -1,052; -139,895; 47,495; 286,685; 0,700; -0,163; 0,964; 904,328; 900,029;  13; 0,000; 900,718;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173702; 0,098; -0,407; -1,075; -129,885; 70,140; 286,685; 0,700; -0,163; 0,964; 904,328; 900,029;  13; 0,000; 900,029;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173754; 0,145; -0,312; -1,123; -109,935; 81,095; 286,685; 0,885; -0,198; 1,023; 904,393; 899,436;  13; 0,000; 900,029;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173819; 0,214; -0,299; -0,982; -90,090; 70,910; 286,685; 0,983; -0,326; 1,064; 904,452; 898,894;  13; 0,000; 899,436;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173876; 0,261; -0,386; -0,971; -87,570; 47,915; 286,685; 0,983; -0,326; 1,064; 904,452; 898,894;  13; 0,000; 898,894;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173927; 0,166; -0,424; -1,030; -100,380; 33,145; 286,685; 0,994; -0,479; 1,091; 904,582; 897,709;  13; 0,000; 898,894;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 173979; 0,132; -0,342; -1,109; -115,605; 32,340; 286,685; 0,994; -0,479; 1,091; 904,774; 895,956;  13; 0,000; 897,709;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174037; 0,163; -0,181; -1,138; -124,600; 42,875; 286,685; 1,010; -0,621; 1,088; 904,774; 895,956;  13; 0,000; 895,956;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174089; 0,312; -0,073; -1,093; -119,770; 49,875; 286,685; 1,010; -0,621; 1,088; 904,808; 895,640;  13; 0,000; 895,956;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174167; 0,414; -0,108; -0,957; -104,510; 42,770; 286,685; 0,724; -0,677; 1,026; 904,622; 897,344;  13; 0,000; 895,640;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174225; 0,510; -0,285; -0,886; -105,000; 26,005; 286,685; 0,571; -0,561; 1,016; 904,639; 897,185;  13; 0,000; 897,344;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174277; 0,425; -0,430; -0,873; -115,780; 20,440; 286,685; 0,571; -0,561; 1,016; 904,639; 897,185;  13; 0,000; 897,185;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174329; 0,274; -0,492; -0,934; -136,185; 22,260; 286,685; 0,550; -0,368; 0,981; 904,669; 896,911;  13; 0,000; 897,185;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174381; 0,264; -0,444; -0,991; -149,380; 41,300; 286,685; 0,550; -0,368; 0,981; 904,765; 896,033;  13; 0,000; 896,911;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174439; 0,161; -0,398; -0,984; -144,480; 66,360; 286,685; 0,660; -0,256; 1,018; 904,765; 896,033;  13; 0,000; 896,032;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174491; 0,174; -0,270; -0,980; -120,750; 81,515; 286,685; 0,787; -0,250; 1,044; 904,828; 895,459;  13; 0,000; 896,032;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174543; 0,200; -0,311; -0,941; -91,910; 79,170; 286,685; 0,787; -0,250; 1,044; 904,913; 894,688;  13; 0,000; 895,459;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174613; 0,234; -0,312; -0,899; -71,785; 46,480; 286,685; 0,890; -0,299; 1,073; 904,946; 894,382;  13; 0,000; 894,687;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174665; 0,188; -0,346; -0,924; -78,085; 25,970; 286,685; 0,890; -0,299; 1,073; 904,946; 894,382;  13; 0,000; 894,382;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174717; 0,081; -0,391; -0,988; -95,935; 13,230; 286,685; 0,973; -0,408; 1,088; 905,126; 892,739;  13; 0,000; 894,382;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174769; 0,029; -0,279; -1,004; -116,760; 20,615; 286,685; 0,973; -0,408; 1,088; 905,241; 891,687;  13; 0,000; 892,739;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174827; 0,025; -0,130; -1,011; -122,220; 39,480; 286,685; 1,031; -0,571; 1,091; 905,241; 891,687;  13; 0,000; 891,687;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174879; 0,161; -0,040; -0,976; -113,260; 54,950; 286,685; 1,031; -0,571; 1,091; 905,133; 892,677;  13; 0,000; 891,687;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174931; 0,263; -0,074; -0,931; -97,195; 52,990; 286,685; 0,802; -0,671; 1,064; 905,071; 893,243;  13; 0,000; 892,677;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 174989; 0,361; -0,209; -0,892; -84,700; 38,045; 286,685; 0,621; -0,589; 1,025; 905,071; 893,243;  13; 0,000; 893,243;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175041; 0,347; -0,283; -0,957; -86,660; 24,605; 286,685; 0,621; -0,589; 1,025; 905,118; 892,813;  13; 0,000; 893,243;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175093; 0,266; -0,411; -0,930; -100,765; 18,795; 286,685; 0,569; -0,416; 1,000; 905,108; 892,906;  13; 0,000; 892,813;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175151; 0,129; -0,423; -0,918; -114,450; 27,195; 286,685; 0,569; -0,416; 1,000; 905,108; 892,906;  13; 0,000; 892,906;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175203; 0,159; -0,272; -0,915; -116,795; 41,090; 286,685; 0,650; -0,284; 1,018; 905,281; 891,324;  13; 0,000; 892,906;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175255; 0,147; -0,288; -0,954; -109,340; 49,385; 286,685; 0,650; -0,284; 1,018; 905,279; 891,339;  13; 0,000; 891,324;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175308; 0,340; -0,249; -0,882; -94,640; 42,455; 286,685; 0,789; -0,256; 1,052; 905,279; 891,339;  13; 0,000; 891,339;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175365; 0,217; -0,327; -0,851; -92,540; 25,830; 286,685; 0,789; -0,256; 1,052; 905,345; 890,738;  13; 0,000; 891,339;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175428; 0,072; -0,369; -0,820; -107,345; 19,390; 286,685; 0,922; -0,320; 1,075; 905,399; 890,243;  13; 0,000; 890,738;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175480; 0,059; -0,230; -0,943; -122,465; 24,150; 286,685; 0,996; -0,462; 1,086; 905,399; 890,243;  13; 0,000; 890,243;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175538; 0,007; -0,258; -0,945; -134,645; 36,610; 286,685; 0,996; -0,462; 1,086; 905,557; 888,801;  13; 0,000; 890,243;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175590; 0,037; -0,147; -0,902; -127,435; 65,765; 286,685; 0,968; -0,634; 1,077; 905,578; 888,611;  13; 0,000; 888,801;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175642; 0,224; -0,054; -0,955; -107,240; 78,330; 286,685; 0,968; -0,634; 1,077; 905,578; 888,611;  13; 0,000; 888,611;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175694; 0,322; -0,151; -0,925; -87,500; 73,045; 286,685; 0,709; -0,654; 1,050; 905,459; 889,701;  13; 0,000; 888,611;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175752; 0,438; -0,327; -0,921; -74,970; 52,465; 286,685; 0,709; -0,654; 1,050; 905,464; 889,652;  13; 0,000; 889,701;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175804; 0,392; -0,461; -0,934; -82,355; 33,355; 286,685; 0,555; -0,516; 1,006; 905,464; 889,652;  13; 0,000; 889,652;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175856; 0,264; -0,475; -0,973; -96,670; 23,940; 286,685; 0,578; -0,329; 0,992; 905,549; 888,879;  13; 0,000; 889,652;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175914; 0,150; -0,451; -0,969; -112,805; 30,730; 286,685; 0,578; -0,329; 0,992; 905,603; 888,389;  13; 0,000; 888,879;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 175966; 0,024; -0,362; -0,976; -117,495; 43,120; 286,685; 0,711; -0,232; 1,023; 905,603; 888,389;  13; 0,000; 888,389;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176018; 0,169; -0,283; -0,955; -108,815; 51,415; 286,685; 0,711; -0,232; 1,023; 905,588; 888,520;  13; 0,000; 888,389;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176071; 0,216; -0,278; -0,867; -98,385; 47,985; 286,685; 0,855; -0,247; 1,051; 905,650; 887,959;  13; 0,000; 888,520;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176152; 0,170; -0,353; -0,844; -99,190; 37,380; 286,685; 0,965; -0,349; 1,076; 905,712; 887,390;  13; 0,000; 887,959;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176206; 0,074; -0,331; -0,855; -109,585; 33,040; 286,685; 0,965; -0,349; 1,076; 905,712; 887,390;  13; 0,000; 887,390;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176258; 0,009; -0,307; -0,880; -118,300; 41,790; 286,685; 0,995; -0,505; 1,086; 905,867; 885,978;  13; 0,000; 887,390;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176316; -0,016; -0,214; -0,994; -117,740; 63,840; 286,685; 0,995; -0,505; 1,086; 905,912; 885,561;  13; 0,000; 885,978;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176368; 0,032; -0,085; -1,050; -102,340; 88,550; 286,685; 0,898; -0,661; 1,077; 905,903; 885,648;  13; 0,000; 885,561;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176421; 0,184; -0,071; -1,074; -75,250; 81,305; 286,685; 0,898; -0,661; 1,077; 905,903; 885,648;  13; 0,000; 885,648;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176479; 0,370; -0,082; -1,028; -46,900; 66,255; 286,685; 0,663; -0,619; 1,050; 905,834; 886,279;  13; 0,000; 885,648;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176531; 0,440; -0,257; -0,971; -35,210; 34,265; 286,685; 0,663; -0,619; 1,050; 905,958; 885,149;  13; 0,000; 886,279;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176583; 0,375; -0,427; -0,872; -47,390; 5,670; 286,685; 0,565; -0,450; 1,004; 905,958; 885,149;  13; 0,000; 885,149;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176635; 0,234; -0,401; -0,869; -70,315; -10,255; 286,685; 0,640; -0,284; 1,018; 905,977; 884,976;  13; 0,000; 885,149;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176693; 0,094; -0,337; -0,869; -91,105; -15,435; 286,685; 0,640; -0,284; 1,018; 905,977; 884,976;  13; 0,000; 884,975;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176771; -0,006; -0,269; -0,873; -115,045; 0,140; 286,685; 0,805; -0,248; 1,053; 906,040; 884,401;  13; 0,000; 884,975;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176823; 0,059; -0,296; -0,928; -109,095; 14,455; 286,685; 0,805; -0,248; 1,053; 906,040; 884,401;  13; 0,000; 884,401;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176881; 0,245; -0,153; -0,931; -113,575; 25,410; 286,685; 0,940; -0,347; 1,076; 906,036; 884,430;  13; 0,000; 884,401;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176933; 0,113; -0,095; -0,956; -111,825; 31,185; 286,685; 0,971; -0,489; 1,087; 906,186; 883,065;  13; 0,000; 884,430;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 176985; 0,058; -0,065; -1,001; -109,095; 35,105; 286,685; 0,971; -0,489; 1,087; 906,186; 883,065;  13; 0,000; 883,064;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177037; 0,097; -0,083; -0,998; -101,710; 39,795; 286,685; 0,923; -0,609; 1,072; 906,392; 881,189;  13; 0,000; 883,064;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177107; 0,237; -0,015; -1,049; -88,165; 39,445; 286,685; 0,923; -0,609; 1,072; 906,240; 882,572;  13; 0,000; 881,189;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177172; 0,263; -0,006; -1,042; -74,620; 31,360; 286,685; 0,734; -0,663; 1,047; 906,210; 882,844;  13; 0,000; 882,572;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177224; 0,327; -0,011; -1,011; -64,400; 19,460; 286,685; 0,602; -0,517; 1,040; 906,210; 882,844;  13; 0,000; 882,844;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177282; 0,164; -0,198; -0,875; -64,260; 2,835; 286,685; 0,602; -0,517; 1,040; 906,276; 882,242;  13; 0,000; 882,844;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177334; 0,310; -0,256; -0,866; -77,175; -10,465; 286,685; 0,619; -0,360; 1,038; 906,240; 882,568;  13; 0,000; 882,242;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177387; 0,235; -0,400; -0,915; -100,275; -22,295; 286,685; 0,619; -0,360; 1,038; 906,240; 882,568;  13; 0,000; 882,568;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177439; 0,080; -0,349; -0,830; -126,490; -17,465; 286,685; 0,762; -0,286; 1,061; 906,341; 881,650;  13; 0,000; 882,568;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177497; -0,019; -0,477; -0,948; -152,810; 7,210; 286,685; 0,762; -0,286; 1,061; 906,387; 881,227;  13; 0,000; 881,650;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177549; -0,134; -0,323; -0,928; -165,025; 38,885; 286,685; 0,900; -0,371; 1,090; 906,387; 881,227;  13; 0,000; 881,227;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 177601; -0,054; -0,164; -0,935; -149,450; 76,370; 286,685; 0,900; -0,371; 1,090; 906,517; 880,043;  13; 0,000; 881,227;   0; 3; 0; 0; 1; 0; 0; 0;
